sample_ids,sample_event_number,sample_bin_code,sample_number,location_code,first_sample_year,first_sample_date
F1722_6_A_19,6,A,19,F17,22,2022-01-01
F1722_6_A_2,6,A,2,F17,22,2022-01-01
F1722_6_A_20,6,A,20,F17,22,2022-01-01
F1722_6_A_21,6,A,21,F17,22,2022-01-01
F1722_6_A_22,6,A,22,F17,22,2022-01-01
F1722_6_A_23,6,A,23,F17,22,2022-01-01
F1722_6_A_24,6,A,24,F17,22,2022-01-01
F1722_6_A_25,6,A,25,F17,22,2022-01-01
F1722_6_A_26,6,A,26,F17,22,2022-01-01
F1722_6_A_27,6,A,27,F17,22,2022-01-01
F1722_6_A_28,6,A,28,F17,22,2022-01-01
F1722_6_A_29,6,A,29,F17,22,2022-01-01
F1722_6_A_3,6,A,3,F17,22,2022-01-01
F1722_6_A_30,6,A,30,F17,22,2022-01-01
F1722_6_A_4,6,A,4,F17,22,2022-01-01
F1722_6_A_5,6,A,5,F17,22,2022-01-01
F1722_6_A_6,6,A,6,F17,22,2022-01-01
F1722_6_A_7,6,A,7,F17,22,2022-01-01
F1722_6_A_8,6,A,8,F17,22,2022-01-01
F1722_6_A_9,6,A,9,F17,22,2022-01-01
F1722_7_A_1,7,A,1,F17,22,2022-01-01
F1722_7_A_10,7,A,10,F17,22,2022-01-01
F1722_7_A_11,7,A,11,F17,22,2022-01-01
F1722_7_A_12,7,A,12,F17,22,2022-01-01
F1722_7_A_13,7,A,13,F17,22,2022-01-01
F1722_7_A_14,7,A,14,F17,22,2022-01-01
F1722_7_A_15,7,A,15,F17,22,2022-01-01
F1722_7_A_16,7,A,16,F17,22,2022-01-01
F1722_7_A_17,7,A,17,F17,22,2022-01-01
F1722_7_A_18,7,A,18,F17,22,2022-01-01
F1722_7_A_2,7,A,2,F17,22,2022-01-01
F1722_7_A_3,7,A,3,F17,22,2022-01-01
F1722_7_A_4,7,A,4,F17,22,2022-01-01
F1722_7_A_5,7,A,5,F17,22,2022-01-01
F1722_7_A_6,7,A,6,F17,22,2022-01-01
F1722_7_A_7,7,A,7,F17,22,2022-01-01
F1722_7_A_8,7,A,8,F17,22,2022-01-01
F1722_7_A_9,7,A,9,F17,22,2022-01-01
F1722_7_B_2,7,B,2,F17,22,2022-01-01
F1722_8_A_1,8,A,1,F17,22,2022-01-01
F1722_8_A_2,8,A,2,F17,22,2022-01-01
F1722_8_A_3,8,A,3,F17,22,2022-01-01
F1722_8_A_4,8,A,4,F17,22,2022-01-01
F1722_8_A_5,8,A,5,F17,22,2022-01-01
F1722_8_A_6,8,A,6,F17,22,2022-01-01
F1722_8_A_7,8,A,7,F17,22,2022-01-01
F1722_8_B_1,8,B,1,F17,22,2022-01-01
F1722_8_B_2,8,B,2,F17,22,2022-01-01
F1722_8_B_3,8,B,3,F17,22,2022-01-01
F1722_8_B_4,8,B,4,F17,22,2022-01-01
F1722_8_B_5,8,B,5,F17,22,2022-01-01
F1722_9_A_1,9,A,1,F17,22,2022-01-01
F1722_9_A_10,9,A,10,F17,22,2022-01-01
F1722_9_A_11,9,A,11,F17,22,2022-01-01
F1722_9_A_12,9,A,12,F17,22,2022-01-01
F1722_9_A_13,9,A,13,F17,22,2022-01-01
F1722_9_A_14,9,A,14,F17,22,2022-01-01
F1722_9_A_15,9,A,15,F17,22,2022-01-01
F1722_9_A_16,9,A,16,F17,22,2022-01-01
F1722_9_A_17,9,A,17,F17,22,2022-01-01
F1722_9_A_18,9,A,18,F17,22,2022-01-01
F1722_9_A_19,9,A,19,F17,22,2022-01-01
F1722_9_A_2,9,A,2,F17,22,2022-01-01
F1722_9_A_20,9,A,20,F17,22,2022-01-01
F1722_9_A_21,9,A,21,F17,22,2022-01-01
F1722_9_A_22,9,A,22,F17,22,2022-01-01
F1722_9_A_23,9,A,23,F17,22,2022-01-01
F1722_9_A_24,9,A,24,F17,22,2022-01-01
F1722_9_A_25,9,A,25,F17,22,2022-01-01
F1722_9_A_26,9,A,26,F17,22,2022-01-01
F1722_9_A_27,9,A,27,F17,22,2022-01-01
F1722_9_A_28,9,A,28,F17,22,2022-01-01
F1722_9_A_29,9,A,29,F17,22,2022-01-01
F1722_9_A_3,9,A,3,F17,22,2022-01-01
F1722_9_A_30,9,A,30,F17,22,2022-01-01
F1722_9_A_4,9,A,4,F17,22,2022-01-01
F1722_9_A_5,9,A,5,F17,22,2022-01-01
F1722_9_A_6,9,A,6,F17,22,2022-01-01
F1722_9_A_7,9,A,7,F17,22,2022-01-01
F1722_9_A_8,9,A,8,F17,22,2022-01-01
F1722_9_A_9,9,A,9,F17,22,2022-01-01
F1722_9_B_1,9,B,1,F17,22,2022-01-01
F1722_9_B_10,9,B,10,F17,22,2022-01-01
F1722_9_B_11,9,B,11,F17,22,2022-01-01
F1722_9_B_12,9,B,12,F17,22,2022-01-01
F1722_9_B_13,9,B,13,F17,22,2022-01-01
F1722_9_B_14,9,B,14,F17,22,2022-01-01
F1722_9_B_15,9,B,15,F17,22,2022-01-01
F1722_9_B_16,9,B,16,F17,22,2022-01-01
F1722_9_B_17,9,B,17,F17,22,2022-01-01
F1722_9_B_18,9,B,18,F17,22,2022-01-01
F1722_9_B_19,9,B,19,F17,22,2022-01-01
F1722_9_B_2,9,B,2,F17,22,2022-01-01
F1722_9_B_20,9,B,20,F17,22,2022-01-01
F1722_9_B_21,9,B,21,F17,22,2022-01-01
F1722_9_B_22,9,B,22,F17,22,2022-01-01
F1722_9_B_23,9,B,23,F17,22,2022-01-01
F1722_9_B_24,9,B,24,F17,22,2022-01-01
F1722_9_B_25,9,B,25,F17,22,2022-01-01
F1722_9_B_26,9,B,26,F17,22,2022-01-01
F1722_9_B_27,9,B,27,F17,22,2022-01-01
F1722_9_B_28,9,B,28,F17,22,2022-01-01
F1722_9_B_29,9,B,29,F17,22,2022-01-01
F1722_9_B_3,9,B,3,F17,22,2022-01-01
F1722_9_B_30,9,B,30,F17,22,2022-01-01
F1722_9_B_4,9,B,4,F17,22,2022-01-01
F1722_9_B_5,9,B,5,F17,22,2022-01-01
F1722_9_B_6,9,B,6,F17,22,2022-01-01
F1722_9_B_7,9,B,7,F17,22,2022-01-01
F1722_9_B_8,9,B,8,F17,22,2022-01-01
F1722_9_B_9,9,B,9,F17,22,2022-01-01
F6122_10_B_1,10,B,1,F61,22,2022-01-01
F6122_10_C_1,10,C,1,F61,22,2022-01-01
F6122_10_C_10,10,C,10,F61,22,2022-01-01
F6122_10_C_11,10,C,11,F61,22,2022-01-01
F6122_10_C_12,10,C,12,F61,22,2022-01-01
F6122_10_C_13,10,C,13,F61,22,2022-01-01
F6122_10_C_14,10,C,14,F61,22,2022-01-01
F6122_10_C_15,10,C,15,F61,22,2022-01-01
F6122_10_C_16,10,C,16,F61,22,2022-01-01
F6122_10_C_17,10,C,17,F61,22,2022-01-01
F6122_10_C_18,10,C,18,F61,22,2022-01-01
F6122_10_C_19,10,C,19,F61,22,2022-01-01
F6122_10_C_2,10,C,2,F61,22,2022-01-01
F6122_10_C_20,10,C,20,F61,22,2022-01-01
F6122_10_C_21,10,C,21,F61,22,2022-01-01
F6122_10_C_22,10,C,22,F61,22,2022-01-01
F6122_10_C_23,10,C,23,F61,22,2022-01-01
F6122_10_C_24,10,C,24,F61,22,2022-01-01
F6122_10_C_25,10,C,25,F61,22,2022-01-01
F6122_10_C_26,10,C,26,F61,22,2022-01-01
F6122_10_C_27,10,C,27,F61,22,2022-01-01
F6122_10_C_28,10,C,28,F61,22,2022-01-01
F6122_10_C_29,10,C,29,F61,22,2022-01-01
F6122_10_C_3,10,C,3,F61,22,2022-01-01
F6122_10_C_30,10,C,30,F61,22,2022-01-01
F6122_10_C_31,10,C,31,F61,22,2022-01-01
F6122_10_C_32,10,C,32,F61,22,2022-01-01
F6122_10_C_33,10,C,33,F61,22,2022-01-01
F6122_10_C_34,10,C,34,F61,22,2022-01-01
F6122_10_C_35,10,C,35,F61,22,2022-01-01
F6122_10_C_36,10,C,36,F61,22,2022-01-01
F6122_10_C_37,10,C,37,F61,22,2022-01-01
F6122_10_C_38,10,C,38,F61,22,2022-01-01
F6122_10_C_39,10,C,39,F61,22,2022-01-01
F6122_10_C_4,10,C,4,F61,22,2022-01-01
F6122_10_C_40,10,C,40,F61,22,2022-01-01
F6122_10_C_41,10,C,41,F61,22,2022-01-01
F6122_10_C_42,10,C,42,F61,22,2022-01-01
F6122_10_C_43,10,C,43,F61,22,2022-01-01
F6122_10_C_44,10,C,44,F61,22,2022-01-01
F6122_10_C_45,10,C,45,F61,22,2022-01-01
F6122_10_C_46,10,C,46,F61,22,2022-01-01
F6122_10_C_47,10,C,47,F61,22,2022-01-01
F6122_10_C_48,10,C,48,F61,22,2022-01-01
F6122_10_C_49,10,C,49,F61,22,2022-01-01
F6122_10_C_5,10,C,5,F61,22,2022-01-01
F6122_10_C_50,10,C,50,F61,22,2022-01-01
F6122_10_C_6,10,C,6,F61,22,2022-01-01
F6122_10_C_7,10,C,7,F61,22,2022-01-01
F6122_10_C_8,10,C,8,F61,22,2022-01-01
F6122_10_C_9,10,C,9,F61,22,2022-01-01
F6122_10_D_1,10,D,1,F61,22,2022-01-01
F6122_10_D_10,10,D,10,F61,22,2022-01-01
F6122_10_D_11,10,D,11,F61,22,2022-01-01
F6122_10_D_12,10,D,12,F61,22,2022-01-01
F6122_10_D_13,10,D,13,F61,22,2022-01-01
F6122_10_D_14,10,D,14,F61,22,2022-01-01
F6122_10_D_15,10,D,15,F61,22,2022-01-01
F6122_10_D_16,10,D,16,F61,22,2022-01-01
F6122_10_D_17,10,D,17,F61,22,2022-01-01
F6122_10_D_18,10,D,18,F61,22,2022-01-01
F6122_10_D_19,10,D,19,F61,22,2022-01-01
F6122_10_D_2,10,D,2,F61,22,2022-01-01
F6122_10_D_20,10,D,20,F61,22,2022-01-01
F6122_10_D_21,10,D,21,F61,22,2022-01-01
F6122_10_D_22,10,D,22,F61,22,2022-01-01
F6122_10_D_23,10,D,23,F61,22,2022-01-01
F6122_10_D_24,10,D,24,F61,22,2022-01-01
F6122_10_D_25,10,D,25,F61,22,2022-01-01
F6122_10_D_26,10,D,26,F61,22,2022-01-01
F6122_10_D_27,10,D,27,F61,22,2022-01-01
F6122_10_D_28,10,D,28,F61,22,2022-01-01
F6122_10_D_3,10,D,3,F61,22,2022-01-01
F6122_10_D_4,10,D,4,F61,22,2022-01-01
F6122_10_D_5,10,D,5,F61,22,2022-01-01
F6122_10_D_6,10,D,6,F61,22,2022-01-01
F6122_10_D_7,10,D,7,F61,22,2022-01-01
F6122_10_D_8,10,D,8,F61,22,2022-01-01
F6122_10_D_9,10,D,9,F61,22,2022-01-01
F6122_3_A_1,3,A,1,F61,22,2022-01-01
F6122_3_A_10,3,A,10,F61,22,2022-01-01
F6122_3_A_11,3,A,11,F61,22,2022-01-01
F6122_3_A_12,3,A,12,F61,22,2022-01-01
F6122_3_A_13,3,A,13,F61,22,2022-01-01
F6122_3_A_14,3,A,14,F61,22,2022-01-01
F6122_3_A_15,3,A,15,F61,22,2022-01-01
F6122_3_A_16,3,A,16,F61,22,2022-01-01
F6122_3_A_17,3,A,17,F61,22,2022-01-01
F6122_3_A_18,3,A,18,F61,22,2022-01-01
F6122_3_A_19,3,A,19,F61,22,2022-01-01
F6122_3_A_2,3,A,2,F61,22,2022-01-01
F6122_3_A_20,3,A,20,F61,22,2022-01-01
F6122_3_A_21,3,A,21,F61,22,2022-01-01
F6122_3_A_22,3,A,22,F61,22,2022-01-01
F6122_3_A_23,3,A,23,F61,22,2022-01-01
F6122_3_A_24,3,A,24,F61,22,2022-01-01
F6122_3_A_25,3,A,25,F61,22,2022-01-01
F6122_3_A_26,3,A,26,F61,22,2022-01-01
F6122_3_A_27,3,A,27,F61,22,2022-01-01
F6122_3_A_28,3,A,28,F61,22,2022-01-01
F6122_3_A_29,3,A,29,F61,22,2022-01-01
F6122_3_A_3,3,A,3,F61,22,2022-01-01
F6122_3_A_30,3,A,30,F61,22,2022-01-01
F6122_3_A_31,3,A,31,F61,22,2022-01-01
F6122_3_A_32,3,A,32,F61,22,2022-01-01
F6122_3_A_33,3,A,33,F61,22,2022-01-01
F6122_3_A_34,3,A,34,F61,22,2022-01-01
F6122_3_A_35,3,A,35,F61,22,2022-01-01
F6122_3_A_36,3,A,36,F61,22,2022-01-01
F6122_3_A_37,3,A,37,F61,22,2022-01-01
F6122_3_A_38,3,A,38,F61,22,2022-01-01
F6122_3_A_39,3,A,39,F61,22,2022-01-01
F6122_3_A_4,3,A,4,F61,22,2022-01-01
F6122_3_A_40,3,A,40,F61,22,2022-01-01
F6122_3_A_41,3,A,41,F61,22,2022-01-01
F6122_3_A_42,3,A,42,F61,22,2022-01-01
F6122_3_A_43,3,A,43,F61,22,2022-01-01
F6122_3_A_44,3,A,44,F61,22,2022-01-01
F6122_3_A_45,3,A,45,F61,22,2022-01-01
F6122_3_A_46,3,A,46,F61,22,2022-01-01
F6122_3_A_47,3,A,47,F61,22,2022-01-01
F6122_3_A_48,3,A,48,F61,22,2022-01-01
F6122_3_A_49,3,A,49,F61,22,2022-01-01
F6122_3_A_5,3,A,5,F61,22,2022-01-01
F6122_3_A_50,3,A,50,F61,22,2022-01-01
F6122_3_A_6,3,A,6,F61,22,2022-01-01
F6122_3_A_7,3,A,7,F61,22,2022-01-01
F6122_3_A_8,3,A,8,F61,22,2022-01-01
F6122_3_A_9,3,A,9,F61,22,2022-01-01
F6122_3_B_1,3,B,1,F61,22,2022-01-01
F6122_3_B_10,3,B,10,F61,22,2022-01-01
F6122_3_B_11,3,B,11,F61,22,2022-01-01
F6122_3_B_12,3,B,12,F61,22,2022-01-01
F6122_3_B_2,3,B,2,F61,22,2022-01-01
F6122_3_B_3,3,B,3,F61,22,2022-01-01
F6122_3_B_4,3,B,4,F61,22,2022-01-01
F6122_3_B_5,3,B,5,F61,22,2022-01-01
F6122_3_B_6,3,B,6,F61,22,2022-01-01
F6122_3_B_7,3,B,7,F61,22,2022-01-01
F6122_3_B_8,3,B,8,F61,22,2022-01-01
F6122_3_B_9,3,B,9,F61,22,2022-01-01
F6122_4_A_1,4,A,1,F61,22,2022-01-01
F6122_4_A_10,4,A,10,F61,22,2022-01-01
F6122_4_A_11,4,A,11,F61,22,2022-01-01
F6122_4_A_12,4,A,12,F61,22,2022-01-01
F6122_4_A_13,4,A,13,F61,22,2022-01-01
F6122_4_A_14,4,A,14,F61,22,2022-01-01
F6122_4_A_15,4,A,15,F61,22,2022-01-01
F6122_4_A_16,4,A,16,F61,22,2022-01-01
F6122_4_A_17,4,A,17,F61,22,2022-01-01
F6122_4_A_18,4,A,18,F61,22,2022-01-01
F6122_4_A_19,4,A,19,F61,22,2022-01-01
F6122_4_A_2,4,A,2,F61,22,2022-01-01
F6122_4_A_20,4,A,20,F61,22,2022-01-01
F6122_4_A_21,4,A,21,F61,22,2022-01-01
F6122_4_A_22,4,A,22,F61,22,2022-01-01
F6122_4_A_23,4,A,23,F61,22,2022-01-01
F6122_4_A_24,4,A,24,F61,22,2022-01-01
F6122_4_A_25,4,A,25,F61,22,2022-01-01
F6122_4_A_26,4,A,26,F61,22,2022-01-01
F6122_4_A_27,4,A,27,F61,22,2022-01-01
F6122_4_A_28,4,A,28,F61,22,2022-01-01
F6122_4_A_29,4,A,29,F61,22,2022-01-01
F6122_4_A_3,4,A,3,F61,22,2022-01-01
F6122_4_A_30,4,A,30,F61,22,2022-01-01
F6122_4_A_31,4,A,31,F61,22,2022-01-01
F6122_4_A_32,4,A,32,F61,22,2022-01-01
F6122_4_A_33,4,A,33,F61,22,2022-01-01
F6122_4_A_34,4,A,34,F61,22,2022-01-01
F6122_4_A_35,4,A,35,F61,22,2022-01-01
F6122_4_A_36,4,A,36,F61,22,2022-01-01
F6122_4_A_37,4,A,37,F61,22,2022-01-01
F6122_4_A_38,4,A,38,F61,22,2022-01-01
F6122_4_A_39,4,A,39,F61,22,2022-01-01
F6122_4_A_4,4,A,4,F61,22,2022-01-01
F6122_4_A_40,4,A,40,F61,22,2022-01-01
F6122_4_A_41,4,A,41,F61,22,2022-01-01
F6122_4_A_42,4,A,42,F61,22,2022-01-01
F6122_4_A_43,4,A,43,F61,22,2022-01-01
F6122_4_A_44,4,A,44,F61,22,2022-01-01
F6122_4_A_45,4,A,45,F61,22,2022-01-01
F6122_4_A_46,4,A,46,F61,22,2022-01-01
F6122_4_A_47,4,A,47,F61,22,2022-01-01
F6122_4_A_48,4,A,48,F61,22,2022-01-01
F6122_4_A_49,4,A,49,F61,22,2022-01-01
F6122_4_A_5,4,A,5,F61,22,2022-01-01
F6122_4_A_50,4,A,50,F61,22,2022-01-01
F6122_4_A_6,4,A,6,F61,22,2022-01-01
F6122_4_A_7,4,A,7,F61,22,2022-01-01
F6122_4_A_8,4,A,8,F61,22,2022-01-01
F6122_4_A_9,4,A,9,F61,22,2022-01-01
F6122_4_B_1,4,B,1,F61,22,2022-01-01
F6122_4_B_10,4,B,10,F61,22,2022-01-01
F6122_4_B_11,4,B,11,F61,22,2022-01-01
F6122_4_B_12,4,B,12,F61,22,2022-01-01
F6122_4_B_13,4,B,13,F61,22,2022-01-01
F6122_4_B_14,4,B,14,F61,22,2022-01-01
F6122_4_B_15,4,B,15,F61,22,2022-01-01
F6122_4_B_16,4,B,16,F61,22,2022-01-01
F6122_4_B_17,4,B,17,F61,22,2022-01-01
F6122_4_B_18,4,B,18,F61,22,2022-01-01
F6122_4_B_19,4,B,19,F61,22,2022-01-01
F6122_4_B_2,4,B,2,F61,22,2022-01-01
F6122_4_B_20,4,B,20,F61,22,2022-01-01
F6122_4_B_21,4,B,21,F61,22,2022-01-01
F6122_4_B_22,4,B,22,F61,22,2022-01-01
F6122_4_B_23,4,B,23,F61,22,2022-01-01
F6122_4_B_24,4,B,24,F61,22,2022-01-01
F6122_4_B_25,4,B,25,F61,22,2022-01-01
F6122_4_B_26,4,B,26,F61,22,2022-01-01
F6122_4_B_27,4,B,27,F61,22,2022-01-01
F6122_4_B_28,4,B,28,F61,22,2022-01-01
F6122_4_B_29,4,B,29,F61,22,2022-01-01
F6122_4_B_3,4,B,3,F61,22,2022-01-01
F6122_4_B_30,4,B,30,F61,22,2022-01-01
F6122_4_B_31,4,B,31,F61,22,2022-01-01
F6122_4_B_32,4,B,32,F61,22,2022-01-01
F6122_4_B_33,4,B,33,F61,22,2022-01-01
F6122_4_B_34,4,B,34,F61,22,2022-01-01
F6122_4_B_35,4,B,35,F61,22,2022-01-01
F6122_4_B_36,4,B,36,F61,22,2022-01-01
F6122_4_B_37,4,B,37,F61,22,2022-01-01
F6122_4_B_38,4,B,38,F61,22,2022-01-01
F6122_4_B_39,4,B,39,F61,22,2022-01-01
F6122_4_B_4,4,B,4,F61,22,2022-01-01
F6122_4_B_40,4,B,40,F61,22,2022-01-01
F6122_4_B_41,4,B,41,F61,22,2022-01-01
F6122_4_B_42,4,B,42,F61,22,2022-01-01
F6122_4_B_43,4,B,43,F61,22,2022-01-01
F6122_4_B_44,4,B,44,F61,22,2022-01-01
F6122_4_B_45,4,B,45,F61,22,2022-01-01
F6122_4_B_46,4,B,46,F61,22,2022-01-01
F6122_4_B_47,4,B,47,F61,22,2022-01-01
F6122_4_B_48,4,B,48,F61,22,2022-01-01
F6122_4_B_49,4,B,49,F61,22,2022-01-01
F6122_4_B_5,4,B,5,F61,22,2022-01-01
F6122_4_B_50,4,B,50,F61,22,2022-01-01
F6122_4_B_6,4,B,6,F61,22,2022-01-01
F6122_4_B_7,4,B,7,F61,22,2022-01-01
F6122_4_B_8,4,B,8,F61,22,2022-01-01
F6122_4_B_9,4,B,9,F61,22,2022-01-01
F6122_4_C_1,4,C,1,F61,22,2022-01-01
F6122_4_C_2,4,C,2,F61,22,2022-01-01
F6122_5_A_1,5,A,1,F61,22,2022-01-01
F6122_5_A_10,5,A,10,F61,22,2022-01-01
F6122_5_A_11,5,A,11,F61,22,2022-01-01
F6122_5_A_12,5,A,12,F61,22,2022-01-01
F6122_5_A_13,5,A,13,F61,22,2022-01-01
F6122_5_A_14,5,A,14,F61,22,2022-01-01
F6122_5_A_15,5,A,15,F61,22,2022-01-01
F6122_5_A_16,5,A,16,F61,22,2022-01-01
F6122_5_A_17,5,A,17,F61,22,2022-01-01
